Nom;Référence;Famille;Date semis;Prix unitaire (hors remise);Lien;Référence+lien
Carotte Hâtive - Oxhella;L0813S;Potagères;février - juillet;3;https://www.semaille.com/fr/carotte-hative-et-d-ete/346-carotte-hative--oxhella-5415166013545.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte violette Gniff;L0814S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/347-carotte-gniff-5415166013934.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Blanche des Vosges;L0815S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/348-carotte-blanche-des-vosges-5415166014351.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte de Chantenay à coeur rouge 2;L0816S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/349-carotte-de-chantenay-a-coeur-rouge-2-5415166014405.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte hâtive Milan;L0818S;Potagères;février - juillet;3;https://www.semaille.com/fr/carotte-hative-et-d-ete/1098-carotte-hative-milan-5415166017239.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Dolciva;L0819S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte/1099-carotte-dolciva-5415166017253.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte Géante de Tilques;L0820S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/1323-carotte-geante-de-tilques-5415166025036.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carottes en mélange;L0830S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/1362-carottes-en-melange.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Carotte longue jaune de Belgique;L0831S;Potagères;mai - juin;3;https://www.semaille.com/fr/carotte-de-conservation/1431-carotte-longue-jaune-de-belgique-5415166025555.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri à côtes Blanc Pascal;L0900S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-a-cotes/350-celeri-a-cotes-blanc-pascal-5415166004390.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri à couper Pipe creuse de Malines;L0902S;Potagères;avril-juin;3;https://www.semaille.com/fr/celeri-a-couper/351-celeri-a-couper-pipe-creuse-de-malines-5415166004413.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri rave Monarch;L0904S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-rave/352-celeri-rave-monarch-5415166004437.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri à couper  à jets fins de Huy;L0905S;Potagères;avril-juin;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri à côtes Vert d'Elne;L0906S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-a-cotes/354-celeri-a-cotes-vert-d-elne-5415166004482.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri Rave Ortho;L0907S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri à côtes Violette;L0908S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-a-cotes/355-celeri-a-cotes-violette-5415166004505.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri Géant Doré;L0909S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-a-cotes/356-celeri-geant-dore-5415166004536.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri Rave Alba;L0910S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-rave/357-celeri-rave-alba-5415166004550.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri  à côtes Tall Utah;L0911S;Potagères;février - avril;3;https://www.semaille.com/fr/celeri-a-cotes/358-celeri-a-cotes-tall-utah-5415166004574.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri rave Goliath;L0912S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri-rave "Merveille de Zwijndrecht";L0913S;Potagères;avril;3;https://www.semaille.com/fr/celeri-rave/1537-celeri-rave-merveille-de-zwijndrecht-5415166026675.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Céleri à couper commun;L0914S;Potagères;avril-juillet;3;https://www.semaille.com/fr/celeri-a-couper/1538-celeri-a-couper-commun-5415166026682.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cerfeuil commun;L1000S;Potagères;mars - avril et août - septembre;3;https://www.semaille.com/fr/cerfeuil/359-cerfeuil-commun-5415166004598.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cerfeuil d'Hiver de Bruxelles;L1001S;Potagères;mars - avril et août - septembre;3;https://www.semaille.com/fr/cerfeuil/360-cerfeuil-d-hiver-de-bruxelles-5415166004611.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cerfeuil tubéreux;L1010S;Potagères;février - mars ou août - septembre;3;https://www.semaille.com/fr/cerfeuil-tubreux/1280-cerfeuil-tubereux-5415166013354.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chataigne de Terre;L1030S;Potagères;avril-juin;3;https://www.semaille.com/fr/potageres/1539-chataigne-de-terre-5415166026705.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chénopode multicolore;L1050S;Potagères;mars - août;3;https://www.semaille.com/fr/chenopode/361-chenopode-multicolore-5415166004635.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chénopode Bon-Henri;L1055S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/chenopode/362-chenopode-bon-henri-5415166004659.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chervis;L1060S;Potagères;mars - avril;3;https://www.semaille.com/fr/chervis/1368-chervis-5415166025432.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée frisée Wallonne;L1100S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chicoree-frisee-et-scarole/363-chicoree-frisee-wallonne-5415166004673.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée frisée Grosse Pancalière;L1101S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chicoree-frisee-et-scarole/364-chicoree-frisee-grosse-pancaliere-5415166004697.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée scarole géante maraîchère;L1103S;Potagères;juin - août;3;https://www.semaille.com/fr/chicoree-de-bruxelles/365-chicoree-scarole-geante-maraichere-5415166004710.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Scarole Ronde verte à coeur plein;L1104S;Potagères;juin - août;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée de Bruxelles demi-hâtive de Hollande;L1106S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-de-bruxelles/367-chicoree-de-bruxelles-demi-hative-de-hollande-5415166004772.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Radicchio Rouge de Vérone;L1107S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/368-chicoree-radicchio-rouge-de-verone-5415166004796.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Pain de sucre;L1108S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/369-chicoree-pain-de-sucre-5415166004819.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée frisée Grosse pommant seule;L1109S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chicoree-frisee-et-scarole/370-chicoree-frisee-grosse-pommant-seule-5415166004833.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Scarole en Cornet d'Anjou;L1110S;Potagères;juin - août;3;https://www.semaille.com/fr/chicoree-de-bruxelles/371-chicoree-scarole-en-cornet-d-anjou-5415166004857.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Frisée de Ruffec;L1112S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chicoree-frisee-et-scarole/372-chicoree-frisee-de-ruffec-5415166004871.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Frisée Fine de Louviers;L1113S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chicoree-frisee-et-scarole/373-chicoree-frisee-fine-de-louviers-5415166004895.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Barbe de Capucin;L1114S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/374-chicoree-barbe-de-capucin-5415166004918.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Radicchio Rouge de Trévise;L1115S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/375-chicoree-radicchio-rouge-de-trevise-5415166004932.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée de Bruxelles Witloof de Bruxelles;L1116S;Potagères;;3;https://www.semaille.com/fr/chicoree-de-bruxelles/376-chicoree-de-bruxelles-witloof-de-bruxelles-5415166004956.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée de Bruxelles demi-hâtive de Malines;L1117S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-de-bruxelles/377-chicoree-de-bruxelles-demi-hative-de-malines-5415166004970.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée sauvage Grumolo;L1118S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/378-chicoree-sauvage-grumolo-5415166005021.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée sauvage Catalogna "Aurelia";L1119S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/1052-chicoree-sauvage-catalogna-aurelia-5415166017543.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Radicchio Chiogga Palla Rossa;L1120S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/1101-chicoree-radicchio-chiogga-palla-rossa-5415166017567.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Radicchio Piave Medio;L1121S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/1102-chicoree-radicchio-piave-medio-5415166017581.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée de Bruxelles Macun;L1122S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-de-bruxelles/1103-chicoree-de-bruxelles-macun-5415166017604.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Pain de sucre "Nettuno";L1123S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/1281-chicoree-pain-de-sucre-nettuno-5415166024503.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée Tête d'Anguille;L1124S;Potagères;mai - juin;3;https://www.semaille.com/fr/chicoree-sauvage-radiccio-et-pain-de-sucre/1282-chicoree-tete-d-anguille-5415166024527.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée di Bruxelles;L1125S;Potagères;mars - avril;3;https://www.semaille.com/fr/chicoree-de-bruxelles/1341-chicoree-di-bruxelles-5415166025166.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chicorée frisée de Namur;L1126S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chicoree-frisee-et-scarole/1363-chicoree-frisee-de-namur.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou brocoli à Jets Vert Calabrais;L1200S;Potagères;mars - juin;3;https://www.semaille.com/fr/chou-brocoli/379-chou-brocoli-a-jets-vert-calabrais-5415166005045.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabu Précoce de Louviers;L1201S;Potagères;février - juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus Quintal d'Alsace;L1202S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-cabus-blanc/1100-chou-cabus-quintal-d-alsace-5415166017642.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus rouge de langedijk;L1203S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-cabus-rouge/381-chou-cabus-rouge-de-langedijk-5415166005083.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou Chinois Granaat;L1204S;Potagères;juin - août;3;https://www.semaille.com/fr/chou-chinois/382-chou-chinois-granaat-5415166005106.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Bruxelles Groninger;L1205S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-de-bruxelles/383-chou-de-bruxelles-groninger-5415166005120.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Bruxelles De Rosny;L1206S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-de-bruxelles/384-chou-de-bruxelles-de-rosny-5415166005144.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Milan de Pontoise;L1207S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-de-milan/385-chou-de-milan-de-pontoise-5415166005168.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou frisé Westlandse winter;L1208S;Potagères;mai - juin;3;https://www.semaille.com/fr/chou-frise/386-chou-frise-westlandse-winter-5415166005182.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-rave Delikatess blanc;L1209S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-rave/387-chou-rave-delikatess-blanc-5415166005205.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-rave Délikatess bleu;L1210S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-rave/388-chou-rave-delikatess-bleu-5415166005229.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus de Brunswick;L1211S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-cabus-blanc/389-chou-cabus-de-brunswick-5415166005243.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
chou-fleur Violet de Sicile;L1212S;Potagères;février - avril;3;https://www.semaille.com/fr/chou-fleur/1478-chou-fleur-violet-de-sicile-5415166026385.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus de Vaugirard;L1213S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-cabus-blanc/390-chou-cabus-de-vaugirard-5415166005267.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-navet Jaune;L1215S;Potagères;avril-juillet;3;https://www.semaille.com/fr/chou-navet-ou-rutabaga/391-chou-navet-jaune-5415166005281.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-fleur Flora Blanca;L1216S;Potagères;février - avril;3;https://www.semaille.com/fr/chou-fleur/1104-chou-fleur-flora-blanca-5415166017772.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus rouge Rodynda;L1218S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-cabus-rouge/392-chou-cabus-rouge-rodynda-5415166005304.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Milan Westlandse putjes;L1219S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-de-milan/393-chou-de-milan-westlandse-putjes-5415166005328.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou Fourrager Cavalier Rouge;L1220S;Potagères;avril-juin;3;https://www.semaille.com/fr/chou-fourrager/394-chou-fourrager-cavalier-rouge-5415166005342.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus pointu blanc Filderkraut;L1222S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-cabus-blanc/395-chou-cabus-pointu-blanc-filderkraut-5415166005380.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou Brocoli à jets violets;L1224S;Potagères;juin - juillet;3;https://www.semaille.com/fr/chou-brocoli/396-chou-brocoli-a-jets-violets-5415166005403.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou Cabus Coeur de Bœuf des Vertus;L1225S;Potagères;août - septembre;3;https://www.semaille.com/fr/chou-cabus-blanc/397-chou-cabus-coeur-de-buf-des-vertus-5415166005427.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-Fleur Verde di Macerata;L1226S;Potagères;février - avril;3;https://www.semaille.com/fr/chou-fleur/1354-chou-fleur-verde-di-macerata-5415166025081.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-Fleur Romanesco;L1227S;Potagères;mai - juin;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou brocoli violet du Cap;L1228S;Potagères;juillet - août;3;https://www.semaille.com/fr/chou-fleur/398-chou-brocoli-violet-du-cap-5415166005465.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou frisé Beurré de Jalhay;L1229S;Potagères;mai - juin;3;https://www.semaille.com/fr/chou-frise/399-chou-frise-beurre-de-jalhay-5415166005489.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou frisé Grand vert du Nord;L1230S;Potagères;mai - juin;3;https://www.semaille.com/fr/chou-frise/400-chou-frise-grand-vert-du-nord-5415166005502.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-rave Superschmelz;L1231S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-rave/401-chou-rave-superschmelz-5415166005526.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus blanc Holsteiner platter;L1232S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-cabus-blanc/402-chou-cabus-blanc-holsteiner-platter-5415166005540.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou Palmier Noir de Toscane;L1233S;Potagères;mai - juin;3;https://www.semaille.com/fr/chou-frise/403-chou-palmier-noir-de-toscane-5415166005564.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-fleur Neckarperle;L1234S;Potagères;février - avril;3;https://www.semaille.com/fr/chou-fleur/404-chou-fleur-neckarperle-5415166005588.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Milan Plainpalais;L1235S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-de-milan/405-chou-de-milan-plainpalais-5415166005601.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-fleur tardif d'Angers;L1236S;Potagères;février - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou frisé Red Ursa;L1237S;Potagères;mai - août;3;https://www.semaille.com/fr/chou-frise/407-chou-frise-red-ursa-5415166005649.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-rave Dyna;L1238S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-rave/408-chou-rave-dyna-5415166005663.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Bruxelles Rubine;L1239S;Potagères;mars - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus pointu blanc de Châteaurenard;L1241S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-cabus-blanc/411-chou-cabus-pointu-blanc-de-chateaurenard-5415166005724.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Milan Vorbote;L1243S;Potagères;février - avril;3;https://www.semaille.com/fr/chou-de-milan/412-chou-de-milan-vorbote-5415166013378.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-navet Wilhelmsburger jaune à collet vert;L1245S;Potagères;avril-juillet;3;https://www.semaille.com/fr/chou-navet-ou-rutabaga/414-chou-navet-wilhelmsburger-jaune-a-collet-vert-5415166014269.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-rave Azur Star;L1246S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-rave/415-chou-rave-azur-star-5415166014276.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou chinois Sativa (type Astuko);L1247S;Potagères;juin - août;3;https://www.semaille.com/fr/chou-chinois/416-chou-chinois-sativa-type-astuko-5415166014467.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus blanc Choupin;L1248S;Potagères;août - septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou cabus rouge Amarant;L1249S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-cabus-rouge/1311-chou-cabus-rouge-amarant-5415166018106.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre grimpant Cyclanthère;L1250S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/417-concombre-grimpant-cyclanthere-5415166005748.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou frisé rouge;L1251S;Potagères;mai - juin;3;https://www.semaille.com/fr/chou-frise/1283-chou-frise-rouge-5415166024558.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-rave Blaril;L1252S;Potagères;février - juillet;3;https://www.semaille.com/fr/chou-rave/1284-chou-rave-blaril-5415166024572.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-fleur Martinet;L1253S;Potagères;novembre-décembre;3;https://www.semaille.com/fr/chou-fleur/1364-chou-fleur-martinet-5415166025333.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou de Milan "Bloemendaalse Gele";L1254S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-de-milan/1540-chou-de-milan-bloemendaalse-gele-5415166026613.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Chou-fleur Amabile;L1255S;Potagères;mars - avril;3;https://www.semaille.com/fr/chou-fleur/1541-chou-fleur-amabile-5415166026729.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Claytone de Cuba ou Pourpier d'hiver;L1300S;Potagères;août - septembre;3;https://www.semaille.com/fr/claytone-ou-pourpier-d-hiver/418-claytone-de-cuda-ou-pourpier-d-hiver-5415166005762.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Blanc hâtif;L1400S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/419-concombre-blanc-long-parisien-5415166005786.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Lemon;L1401S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/420-concombre-lemon-5415166005809.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Rollison's Telegraph;L1402S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/421-concombre-rollison-s-telegraph-5415166005823.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre du Kénia Kiwano;L1404S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/422-concombre-du-kenia-kiwano-5415166005847.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Le Généreux;L1406S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/424-concombre-le-genereux-5415166005885.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Vert Long de Chine;L1407S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/1499-concombre-vert-long-de-chine-5415166025838.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Vert Long Maraîcher;L1408S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/425-concombre-vert-long-maraicher-5415166005908.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre d'Arménie;L1409S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/426-concombre-d-armenie-5415166005946.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Tanja;L1410S;Potagères;mars - mai;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre  Marketmore;L1411S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/428-concombre-marketmore-5415166013729.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Gele Tros;L1412S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/1106-concombre-gele-tros-5415166018250.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Kaiser Alexander;L1413S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/1107-concombre-kaiser-alexander-5415166018274.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Soo Yoh Long;L1414S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/1352-comcombre-soo-yoh-long-5415166025111.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre Melon Tortarello Barese;L1415S;Potagères;mars - mai;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre à confire  Mélothérie;L1420S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/429-concombre-a-confire-melotherie-5415166005984.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Concombre des Antilles;L1450S;Potagères;mars - mai;3;https://www.semaille.com/fr/concombre/430-concombre-des-antilles-5415166006004.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cornichon Amélioré de Bourbonne;L1500S;Potagères;mars - mai;3;https://www.semaille.com/fr/cornichon/431-cornichon-ameliore-de-bourbonne-5415166006028.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cornichon Petit vert de Paris;L1501S;Potagères;mars - mai;3;https://www.semaille.com/fr/cornichon/432-cornichon-petit-vert-de-paris-5415166006073.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Cornichon Vert fin de Meaux;L1502S;Potagères;mars - mai;3;https://www.semaille.com/fr/cornichon/433-cornichon-vert-fin-de-meaux-5415166006097.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Côtes de bette verte à cardes blanches;L1601S;Potagères;mars - juillet;3;https://www.semaille.com/fr/cotes-de-bette/434-cotes-de-bette-verte-a-cardes-blanches-5415166006110.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
